claim_id,evaluation_date,development_month,reserve_estimate,cumulative_paid
CLM-000288,2024-05-16,4,1721.74,1295.81
CLM-000288,2024-06-15,5,1582.73,1637.46
CLM-000288,2024-07-15,6,2178.14,1765.6
CLM-000288,2024-08-14,7,2311.64,2349.86
CLM-000288,2024-09-13,8,2673.5,2508.55
CLM-000288,2024-10-13,9,2713.0,2671.33
CLM-000288,2024-11-12,10,2736.6,2460.29
CLM-000288,2024-12-12,11,2695.26,2584.85
CLM-000288,2025-01-11,12,2741.9,2347.38
CLM-000288,2025-02-10,13,2762.37,2713.81
CLM-000288,2025-03-12,14,2719.55,2715.41
CLM-000288,2025-04-11,15,2630.5,2559.53
CLM-000288,2025-05-11,16,2641.12,2641.63
CLM-000288,2025-06-10,17,2705.05,2532.33
CLM-000288,2025-07-10,18,2709.98,2348.91
CLM-000288,2025-08-09,19,2710.93,2556.21
CLM-000288,2025-09-08,20,2752.66,2389.13
CLM-000288,2025-10-08,21,2757.59,2616.92
CLM-000288,2025-11-07,22,2709.4,2717.27
CLM-000288,2025-12-07,23,2723.27,2516.81
CLM-000288,2026-01-06,24,2728.81,2692.15
CLM-000289,2024-02-20,1,544.01,244.54
CLM-000289,2024-03-21,2,724.19,453.55
CLM-000290,2024-02-18,1,621.67,1529.98
CLM-000291,2024-02-26,1,138.25,249.14
CLM-000291,2024-03-27,2,401.43,541.33
CLM-000292,2024-03-10,1,258.07,620.56
CLM-000292,2024-04-09,2,2141.15,1233.42
CLM-000293,2024-03-06,1,856.21,1087.74
CLM-000293,2024-04-05,2,4470.51,2253.46
CLM-000293,2024-05-05,3,1888.15,3013.4
CLM-000294,2024-03-11,1,40.02,89.75
CLM-000295,2024-03-07,1,1252.08,842.46
CLM-000295,2024-04-06,2,2467.29,1591.9
CLM-000296,2024-03-08,1,839.0,1883.45
CLM-000296,2024-04-07,2,4985.43,3941.18
CLM-000297,2024-03-13,1,2121.01,0.0
CLM-000297,2024-04-12,2,16554.44,0.0
CLM-000297,2024-05-12,3,2518.48,13718.11
CLM-000297,2024-06-11,4,24638.0,20696.83
CLM-000297,2024-07-11,5,25096.31,26183.64
CLM-000297,2024-08-10,6,30588.22,29017.43
CLM-000297,2024-09-09,7,33141.19,33998.28
CLM-000297,2024-10-09,8,41345.82,39142.71
CLM-000297,2024-11-08,9,41601.75,38706.11
CLM-000297,2024-12-08,10,42039.15,37826.92
CLM-000297,2025-01-07,11,41197.75,39864.91
CLM-000297,2025-02-06,12,42804.65,42154.63
CLM-000297,2025-03-08,13,42642.85,39282.78
CLM-000297,2025-04-07,14,41064.81,37471.95
CLM-000297,2025-05-07,15,41396.54,40171.28
CLM-000297,2025-06-06,16,42490.14,36421.22
CLM-000297,2025-07-06,17,41807.11,36900.67
CLM-000297,2025-08-05,18,42348.37,42077.08
CLM-000297,2025-09-04,19,42449.26,38171.83
CLM-000297,2025-10-04,20,43208.96,36849.88
CLM-000297,2025-11-03,21,41534.45,41752.63
CLM-000297,2025-12-03,22,44066.32,42327.18
CLM-000297,2026-01-02,23,43644.78,40117.06
CLM-000297,2026-02-01,24,41473.83,39086.28
CLM-000298,2024-03-15,1,491.08,674.1
CLM-000298,2024-04-14,2,991.67,1389.53
CLM-000299,2024-03-20,1,805.97,633.74
CLM-000300,2024-03-23,1,254.79,585.43
CLM-000301,2024-03-23,1,2028.5,1735.04
CLM-000301,2024-04-22,2,3034.6,3986.98
CLM-000302,2024-03-29,1,86.27,150.28
CLM-000303,2024-03-28,1,1005.4,319.26
CLM-000304,2024-03-28,1,787.46,1833.7
CLM-000304,2024-04-27,2,9019.91,3730.8
CLM-000305,2024-04-07,1,1523.34,635.35
CLM-000306,2024-04-12,1,2905.54,1888.74
CLM-000307,2024-04-07,1,8808.53,3510.27
CLM-000308,2024-04-15,1,589.37,570.47
CLM-000308,2024-05-15,2,1890.44,1188.76
CLM-000308,2024-06-14,3,1559.45,1871.38
CLM-000309,2024-04-15,1,447.76,190.47
CLM-000310,2024-04-17,1,1791.34,1134.88
CLM-000311,2024-04-14,1,117.25,273.12
CLM-000312,2024-04-11,1,182.25,0.0
CLM-000312,2024-05-11,2,943.35,0.0
CLM-000312,2024-06-10,3,1487.56,1335.86
CLM-000312,2024-07-10,4,1316.41,1672.65
CLM-000312,2024-08-09,5,1744.28,1969.08
CLM-000312,2024-09-08,6,2368.62,2373.73
CLM-000312,2024-10-08,7,3030.72,2861.44
CLM-000312,2024-11-07,8,3536.83,3315.77
CLM-000312,2024-12-07,9,3713.7,3298.59
CLM-000312,2025-01-06,10,3744.98,3616.55
CLM-000312,2025-02-05,11,3675.26,3215.86
CLM-000312,2025-03-07,12,3624.08,3522.32
CLM-000312,2025-04-06,13,3721.66,3620.47
CLM-000312,2025-05-06,14,3668.7,3218.16
CLM-000312,2025-06-05,15,3584.23,3210.1
CLM-000312,2025-07-05,16,3581.04,3424.36
CLM-000312,2025-08-04,17,3704.29,3159.13
CLM-000312,2025-09-03,18,3655.1,3405.27
CLM-000312,2025-10-03,19,3639.27,3275.04
CLM-000312,2025-11-02,20,3590.2,3187.73
CLM-000312,2025-12-02,21,3670.11,3363.28
CLM-000312,2026-01-01,22,3499.99,3403.1
CLM-000312,2026-01-31,23,3730.68,3396.74
CLM-000312,2026-03-02,24,3637.41,3481.11
CLM-000313,2024-04-16,1,766.35,1663.16
CLM-000313,2024-05-16,2,766.35,3740.55
CLM-000314,2024-04-17,1,555.01,831.97
CLM-000315,2024-04-16,1,873.06,234.89
CLM-000316,2024-04-24,1,2257.88,668.76
CLM-000317,2024-04-22,1,581.6,157.78
CLM-000318,2024-04-28,1,482.09,1156.44
CLM-000319,2024-04-28,1,1002.65,2278.73
CLM-000319,2024-05-28,2,5594.85,4858.89
CLM-000320,2024-04-30,1,6360.33,3166.62
CLM-000321,2024-05-09,1,4199.77,8974.41
CLM-000322,2024-05-05,1,1133.3,2796.49
CLM-000322,2024-06-04,2,2346.68,5321.48
CLM-000323,2024-05-04,1,121.18,147.04
CLM-000323,2024-06-03,2,523.3,311.14
CLM-000324,2024-05-08,1,167.35,398.08
CLM-000324,2024-06-07,2,1373.84,822.41
CLM-000325,2024-05-12,1,1332.54,0.0
CLM-000325,2024-06-11,2,4029.8,0.0
CLM-000325,2024-07-11,3,3237.26,4006.42
CLM-000325,2024-08-10,4,5449.72,5071.36
CLM-000325,2024-09-09,5,6211.68,6199.99
CLM-000325,2024-10-09,6,8779.28,8305.15
CLM-000325,2024-11-08,7,10073.47,9657.44
CLM-000325,2024-12-08,8,10990.8,10071.93
CLM-000325,2025-01-07,9,11497.87,10259.97
CLM-000325,2025-02-06,10,11356.17,10017.63
CLM-000325,2025-03-08,11,11706.25,10212.94
CLM-000325,2025-04-07,12,11137.35,9940.14
CLM-000325,2025-05-07,13,11318.17,10630.12
CLM-000325,2025-06-06,14,11487.42,10939.14
CLM-000325,2025-07-06,15,11512.56,9752.82
CLM-000325,2025-08-05,16,11484.97,9779.96
CLM-000325,2025-09-04,17,11325.08,10734.63
CLM-000325,2025-10-04,18,11827.72,9888.48
CLM-000325,2025-11-03,19,11428.72,10636.63
CLM-000325,2025-12-03,20,11238.92,10206.1
CLM-000325,2026-01-02,21,11040.51,10773.74
CLM-000325,2026-02-01,22,11426.96,11211.03
CLM-000325,2026-03-03,23,11497.52,11360.41
CLM-000325,2026-04-02,24,11176.65,10762.25
CLM-000326,2024-05-13,1,1037.23,825.41
CLM-000326,2024-06-12,2,1969.64,1806.48
CLM-000327,2024-05-11,1,272.49,675.97
CLM-000327,2024-06-10,2,1284.32,1360.41
CLM-000328,2024-05-23,1,859.18,1974.26
CLM-000329,2024-05-18,1,1197.72,0.0
CLM-000329,2024-06-17,2,939.25,0.0
CLM-000329,2024-07-17,3,1179.14,1196.36
CLM-000329,2024-08-16,4,1742.28,1612.25
CLM-000329,2024-09-15,5,2056.25,2042.08
CLM-000329,2024-10-15,6,2292.34,2211.93
CLM-000329,2024-11-14,7,2869.0,2555.1
CLM-000329,2024-12-14,8,3253.81,3179.86
CLM-000329,2025-01-13,9,3229.53,3016.96
CLM-000329,2025-02-12,10,3303.68,3094.34
CLM-000329,2025-03-14,11,3232.52,2945.78
CLM-000329,2025-04-13,12,3309.22,3158.59
CLM-000329,2025-05-13,13,3199.0,2848.54
CLM-000329,2025-06-12,14,3336.56,3255.76
CLM-000329,2025-07-12,15,3332.2,3175.44
CLM-000329,2025-08-11,16,3232.58,2817.86
CLM-000329,2025-09-10,17,3217.05,2796.08
CLM-000329,2025-10-10,18,3294.46,3224.14
CLM-000329,2025-11-09,19,3266.71,2922.03
CLM-000329,2025-12-09,20,3300.17,2932.9
CLM-000329,2026-01-08,21,3213.21,2895.07
CLM-000329,2026-02-07,22,3251.54,3003.52
CLM-000329,2026-03-09,23,3291.49,3044.78
CLM-000329,2026-04-08,24,3226.7,2879.57
CLM-000330,2024-05-20,1,1337.89,898.91
CLM-000331,2024-05-22,1,471.04,585.11
CLM-000331,2024-06-21,2,247.36,1181.41
CLM-000332,2024-06-02,1,39.99,17.73
CLM-000333,2024-05-23,1,410.84,352.39
CLM-000333,2024-06-22,2,656.45,724.4
CLM-000334,2024-05-22,1,430.08,353.1
CLM-000334,2024-06-21,2,1153.72,684.21
CLM-000335,2024-05-27,1,5243.82,2634.8
CLM-000336,2024-06-02,1,216.52,490.6
CLM-000337,2024-06-04,1,636.44,245.22
CLM-000338,2024-05-31,1,2796.68,6333.69
CLM-000339,2024-06-01,1,228.06,0.0
CLM-000339,2024-07-01,2,158.37,0.0
CLM-000339,2024-07-31,3,318.55,283.85
CLM-000339,2024-08-30,4,485.97,361.92
CLM-000339,2024-09-29,5,515.46,515.97
CLM-000339,2024-10-29,6,620.48,631.69
CLM-000339,2024-11-28,7,773.05,636.47
CLM-000339,2024-12-28,8,853.46,773.43
CLM-000339,2025-01-27,9,839.32,737.25
CLM-000339,2025-02-26,10,829.85,780.72
CLM-000339,2025-03-28,11,836.22,722.28
CLM-000339,2025-04-27,12,868.27,806.68
CLM-000339,2025-05-27,13,813.75,792.35
CLM-000339,2025-06-26,14,840.36,732.1
CLM-000339,2025-07-26,15,850.16,782.02
CLM-000339,2025-08-25,16,834.8,816.74
CLM-000339,2025-09-24,17,820.17,798.16
CLM-000339,2025-10-24,18,853.51,805.79
CLM-000339,2025-11-23,19,873.57,728.7
CLM-000339,2025-12-23,20,834.74,785.3
CLM-000339,2026-01-22,21,862.15,756.53
CLM-000339,2026-02-21,22,833.65,800.2
CLM-000339,2026-03-23,23,846.1,762.68
CLM-000339,2026-04-22,24,870.42,740.65
CLM-000340,2024-06-07,1,195.09,461.0
CLM-000341,2024-06-07,1,298.59,667.7
CLM-000341,2024-07-07,2,1911.06,1450.17
CLM-000341,2024-08-06,3,1215.21,2053.68
CLM-000342,2024-06-13,1,476.39,1074.56
CLM-000342,2024-07-13,2,2603.87,2327.68
CLM-000342,2024-08-12,3,4466.03,3178.04
CLM-000343,2024-06-05,1,2487.85,1073.58
CLM-000343,2024-07-05,2,1843.42,2261.7
CLM-000343,2024-08-04,3,3300.97,3497.65
CLM-000344,2024-06-12,1,440.37,0.0
CLM-000344,2024-07-12,2,2281.04,0.0
CLM-000344,2024-08-11,3,4425.85,3051.83
CLM-000344,2024-09-10,4,4214.61,4147.61
CLM-000344,2024-10-10,5,4929.8,5191.75
CLM-000344,2024-11-09,6,6974.61,6510.94
CLM-000344,2024-12-09,7,7499.06,7327.17
CLM-000344,2025-01-08,8,8994.18,8186.85
CLM-000344,2025-02-07,9,8643.78,8235.25
CLM-000344,2025-03-09,10,8723.19,8378.11
CLM-000344,2025-04-08,11,9015.99,8769.57
CLM-000344,2025-05-08,12,8615.03,8437.74
CLM-000344,2025-06-07,13,9198.59,7607.67
CLM-000344,2025-07-07,14,8596.41,8103.83
CLM-000344,2025-08-06,15,8919.77,8473.45
CLM-000344,2025-09-05,16,8782.37,8075.76
CLM-000344,2025-10-05,17,8781.97,7900.28
CLM-000344,2025-11-04,18,8725.77,8644.17
CLM-000344,2025-12-04,19,8754.91,7583.6
CLM-000344,2026-01-03,20,8830.31,8390.31
CLM-000344,2026-02-02,21,8799.23,8301.54
CLM-000344,2026-03-04,22,9007.21,8722.33
CLM-000344,2026-04-03,23,8846.02,8332.36
CLM-000344,2026-05-03,24,8738.78,7764.78
CLM-000345,2024-06-11,1,16.38,22.96
CLM-000346,2024-06-16,1,830.54,1059.73
CLM-000347,2024-06-14,1,269.09,608.15
CLM-000347,2024-07-14,2,1913.18,1342.21
CLM-000348,2024-06-16,1,1854.37,1507.61
CLM-000349,2024-06-19,1,45.7,100.8
CLM-000350,2024-07-03,1,1015.85,440.19
CLM-000351,2024-06-20,1,47.15,91.02
CLM-000351,2024-07-20,2,250.55,181.69
CLM-000351,2024-08-19,3,284.21,280.61
CLM-000352,2024-06-28,1,373.36,198.88
CLM-000353,2024-06-26,1,76.27,166.15
CLM-000354,2024-07-02,1,211.08,469.1
CLM-000354,2024-08-01,2,1558.49,968.64
CLM-000355,2024-06-25,1,289.79,433.26
CLM-000356,2024-07-01,1,525.44,901.46
CLM-000357,2024-07-07,1,169.84,137.84
CLM-000357,2024-08-06,2,367.35,270.01
CLM-000357,2024-09-05,3,325.6,421.12
CLM-000358,2024-07-06,1,1154.34,2562.53
CLM-000359,2024-07-19,1,156.49,0.0
CLM-000359,2024-08-18,2,69.34,0.0
CLM-000359,2024-09-17,3,279.08,395.55
CLM-000359,2024-10-17,4,643.91,572.15
CLM-000359,2024-11-16,5,719.72,691.67
CLM-000359,2024-12-16,6,900.54,888.72
CLM-000359,2025-01-15,7,1088.58,1057.04
CLM-000359,2025-02-14,8,1197.26,1102.59
CLM-000359,2025-03-16,9,1206.53,1030.77
CLM-000359,2025-04-15,10,1241.16,1188.63
CLM-000359,2025-05-15,11,1224.67,1058.33
CLM-000359,2025-06-14,12,1220.71,1089.25
CLM-000359,2025-07-14,13,1214.61,1134.09
CLM-000359,2025-08-13,14,1223.54,1150.38
CLM-000359,2025-09-12,15,1231.25,1040.96
CLM-000359,2025-10-12,16,1204.06,1041.61
CLM-000359,2025-11-11,17,1209.27,1035.41
CLM-000359,2025-12-11,18,1229.13,1118.27
CLM-000359,2026-01-10,19,1276.78,1114.32
CLM-000359,2026-02-09,20,1254.82,1192.11
CLM-000359,2026-03-11,21,1214.57,1084.05
CLM-000359,2026-04-10,22,1217.13,1114.41
CLM-000359,2026-05-10,23,1220.44,1151.72
CLM-000359,2026-06-09,24,1205.06,1098.92
CLM-000360,2024-07-07,1,1280.64,2322.52
CLM-000361,2024-07-09,1,91.23,202.83
CLM-000362,2024-07-11,1,719.4,448.7
CLM-000363,2024-07-11,1,55.42,126.17
CLM-000364,2024-07-13,1,488.14,530.08
CLM-000365,2024-07-10,1,139.59,304.13
CLM-000366,2024-07-23,1,31253.43,12590.57
CLM-000367,2024-07-16,1,99.03,216.82
CLM-000368,2024-07-20,1,647.17,285.17
CLM-000369,2024-07-17,1,6127.65,0.0
CLM-000369,2024-08-16,2,2458.79,0.0
CLM-000369,2024-09-15,3,7195.88,4713.97
CLM-000369,2024-10-15,4,6639.79,5848.21
CLM-000369,2024-11-14,5,8068.96,8454.96
CLM-000369,2024-12-14,6,11140.61,10111.86
CLM-000369,2025-01-13,7,12271.96,11097.24
CLM-000369,2025-02-12,8,13577.08,13421.14
CLM-000369,2025-03-14,9,13553.83,13445.69
CLM-000369,2025-04-13,10,13580.54,12379.24
CLM-000369,2025-05-13,11,13378.65,12931.46
CLM-000369,2025-06-12,12,13788.46,12943.89
CLM-000369,2025-07-12,13,13647.59,13000.17
CLM-000369,2025-08-11,14,13171.1,13032.4
CLM-000369,2025-09-10,15,13763.14,12806.75
CLM-000369,2025-10-10,16,13846.4,12116.88
CLM-000369,2025-11-09,17,13976.51,12110.35
CLM-000369,2025-12-09,18,13750.66,12668.22
CLM-000369,2026-01-08,19,13370.98,12662.55
CLM-000369,2026-02-07,20,13672.54,12226.1
CLM-000369,2026-03-09,21,13969.48,11630.97
CLM-000369,2026-04-08,22,13723.15,13466.01
CLM-000369,2026-05-08,23,13860.56,13161.49
CLM-000369,2026-06-07,24,14174.53,11675.46
CLM-000370,2024-07-21,1,531.02,1256.69
CLM-000370,2024-08-20,2,5183.88,2579.68
CLM-000371,2024-08-01,1,120.33,289.79
CLM-000372,2024-08-08,1,1055.83,277.49
CLM-000373,2024-08-04,1,3683.38,1320.75
CLM-000373,2024-09-03,2,3435.56,2295.92
CLM-000374,2024-08-08,1,72.27,88.09
CLM-000375,2024-08-15,1,97.87,135.12
CLM-000376,2024-08-20,1,1410.81,3278.37
CLM-000377,2024-08-23,1,190.32,0.0
CLM-000377,2024-09-22,2,132.26,0.0
CLM-000377,2024-10-22,3,1359.52,969.97
CLM-000377,2024-11-21,4,1443.01,1195.53
CLM-000377,2024-12-21,5,2044.16,1519.08
CLM-000377,2025-01-20,6,2179.17,1943.0
CLM-000377,2025-02-19,7,2330.14,2128.81
CLM-000377,2025-03-21,8,2661.37,2573.72
CLM-000377,2025-04-20,9,2696.16,2446.03
CLM-000377,2025-05-20,10,2711.36,2454.95
CLM-000377,2025-06-19,11,2641.63,2402.01
CLM-000377,2025-07-19,12,2632.23,2323.23
CLM-000377,2025-08-18,13,2646.76,2463.44
CLM-000377,2025-09-17,14,2521.61,2426.43
CLM-000377,2025-10-17,15,2633.33,2469.2
CLM-000377,2025-11-16,16,2649.1,2465.55
CLM-000377,2025-12-16,17,2592.29,2469.94
CLM-000377,2026-01-15,18,2695.16,2294.4
CLM-000377,2026-02-14,19,2645.06,2438.94
CLM-000377,2026-03-16,20,2603.17,2544.18
CLM-000377,2026-04-15,21,2562.57,2262.99
CLM-000377,2026-05-15,22,2572.83,2522.35
CLM-000377,2026-06-14,23,2649.82,2514.81
CLM-000377,2026-07-14,24,2640.98,2564.87
CLM-000378,2024-08-14,1,1897.32,4583.19
CLM-000379,2024-08-16,1,743.66,517.78
CLM-000380,2024-08-19,1,94.31,234.02
CLM-000381,2024-08-21,1,1178.57,425.4
CLM-000381,2024-09-20,2,1090.16,870.36
CLM-000382,2024-08-23,1,452.81,1082.12
CLM-000383,2024-08-22,1,386.91,146.49
CLM-000384,2024-09-04,1,12557.94,27981.95
CLM-000385,2024-09-03,1,251.05,623.29
CLM-000386,2024-08-29,1,303.75,292.23
CLM-000386,2024-09-28,2,807.85,561.72
CLM-000387,2024-08-28,1,2640.46,5741.18
CLM-000388,2024-08-28,1,3781.41,9155.5
CLM-000389,2024-08-30,1,340.08,742.66
CLM-000389,2024-09-29,2,2378.38,1621.72
CLM-000390,2024-09-03,1,274.01,0.0
CLM-000390,2024-10-03,2,877.49,0.0
CLM-000390,2024-11-02,3,1061.62,1001.29
CLM-000390,2024-12-02,4,1683.26,1470.39
CLM-000390,2025-01-01,5,1741.63,1718.26
CLM-000390,2025-01-31,6,2095.14,1950.69
CLM-000390,2025-03-02,7,2588.45,2280.03
CLM-000390,2025-04-01,8,2942.46,2808.09
CLM-000390,2025-05-01,9,3036.0,2766.15
CLM-000390,2025-05-31,10,2918.61,2643.71
CLM-000390,2025-06-30,11,3025.13,2556.97
CLM-000390,2025-07-30,12,2939.61,2849.73
CLM-000390,2025-08-29,13,2888.71,2674.64
CLM-000390,2025-09-28,14,2995.23,2759.38
CLM-000390,2025-10-28,15,2904.72,2869.37
CLM-000390,2025-11-27,16,2995.4,2571.1
CLM-000390,2025-12-27,17,2923.8,2579.13
CLM-000390,2026-01-26,18,2962.76,2928.02
CLM-000390,2026-02-25,19,2939.36,2578.43
CLM-000390,2026-03-27,20,2964.63,2788.75
CLM-000390,2026-04-26,21,2973.46,2796.17
CLM-000390,2026-05-26,22,2946.78,2810.86
CLM-000390,2026-06-25,23,2990.01,2651.91
CLM-000390,2026-07-25,24,2931.21,2942.19
CLM-000391,2024-09-17,1,635.6,274.17
CLM-000392,2024-09-02,1,3862.24,1352.87
CLM-000393,2024-09-02,1,326.27,698.36
CLM-000394,2024-09-07,1,783.91,1797.07
CLM-000395,2024-09-13,1,14154.21,16035.31
CLM-000395,2024-10-13,2,62599.31,35326.28
CLM-000396,2024-09-07,1,1298.11,761.6
CLM-000397,2024-09-20,1,3819.23,1760.85
CLM-000398,2024-09-24,1,3551.36,2449.58
CLM-000399,2024-09-18,1,1421.74,668.77
CLM-000400,2024-09-24,1,175.57,379.76
CLM-000400,2024-10-24,2,744.32,852.13
CLM-000401,2024-09-16,1,1364.6,540.83
CLM-000402,2024-09-17,1,467.25,929.38
CLM-000402,2024-10-17,2,2268.14,1872.86
CLM-000402,2024-11-16,3,2750.27,2897.45
CLM-000403,2024-09-25,1,4485.22,3094.06
CLM-000404,2024-09-22,1,1425.62,823.09
CLM-000405,2024-09-24,1,1958.76,3087.41
CLM-000405,2024-10-24,2,2596.01,5748.39
CLM-000406,2024-10-03,1,93.96,226.22
CLM-000407,2024-10-01,1,778.04,725.75
CLM-000408,2024-09-29,1,1683.14,527.76
CLM-000409,2024-09-26,1,68.28,50.34
CLM-000409,2024-10-26,2,92.39,105.69
CLM-000409,2024-11-25,3,187.18,145.61
CLM-000409,2024-12-25,4,249.7,199.6
CLM-000410,2024-09-27,1,115.92,249.75
CLM-000410,2024-10-27,2,348.88,509.77
CLM-000411,2024-09-29,1,263.55,567.84
CLM-000412,2024-09-26,1,42.06,92.95
CLM-000413,2024-09-29,1,166.91,0.0
CLM-000413,2024-10-29,2,923.13,0.0
CLM-000413,2024-11-28,3,1121.34,1128.14
CLM-000413,2024-12-28,4,1794.94,1480.83
CLM-000413,2025-01-27,5,2030.22,1901.38
CLM-000413,2025-02-26,6,2477.28,2154.19
CLM-000413,2025-03-28,7,2889.11,2787.84
CLM-000413,2025-04-27,8,3378.67,3201.33
CLM-000413,2025-05-27,9,3390.88,2943.69
CLM-000413,2025-06-26,10,3274.05,3327.22
CLM-000413,2025-07-26,11,3258.72,3147.22
CLM-000413,2025-08-25,12,3401.33,3035.12
CLM-000413,2025-09-24,13,3309.87,3306.12
CLM-000413,2025-10-24,14,3266.55,2950.24
CLM-000413,2025-11-23,15,3272.01,3157.29
CLM-000413,2025-12-23,16,3337.0,2915.08
CLM-000413,2026-01-22,17,3333.78,2941.38
CLM-000413,2026-02-21,18,3406.77,3217.97
CLM-000413,2026-03-23,19,3231.05,3167.42
CLM-000413,2026-04-22,20,3262.05,3177.27
CLM-000413,2026-05-22,21,3415.84,3023.41
CLM-000413,2026-06-21,22,3387.15,2996.27
CLM-000413,2026-07-21,23,3377.01,3261.91
CLM-000414,2024-10-04,1,532.9,344.78
CLM-000414,2024-11-03,2,706.94,682.82
CLM-000414,2024-12-03,3,679.66,954.65
CLM-000415,2024-10-05,1,272.96,597.58
CLM-000415,2024-11-04,2,2090.78,1330.59
CLM-000416,2024-10-04,1,2304.4,595.12
CLM-000417,2024-10-07,1,898.18,1146.35
CLM-000417,2024-11-06,2,4874.28,2328.94
CLM-000418,2024-10-14,1,943.74,2116.75
CLM-000418,2024-11-13,2,5127.23,4526.11
CLM-000418,2024-12-13,3,7045.5,6801.23
CLM-000418,2025-01-12,4,9276.73,8889.53
CLM-000419,2024-10-15,1,1807.95,3901.35
CLM-000420,2024-10-19,1,377.57,158.1
CLM-000420,2024-11-18,2,471.98,365.85
CLM-000421,2024-10-18,1,2641.83,3143.56
CLM-000422,2024-10-13,1,504.03,292.76
CLM-000422,2024-11-12,2,929.1,640.87
CLM-000423,2024-10-18,1,1094.29,1053.81
CLM-000423,2024-11-17,2,3319.54,2197.25
CLM-000424,2024-10-22,1,1951.5,1283.96
CLM-000425,2024-11-01,1,2229.82,2979.31
CLM-000426,2024-10-29,1,5439.61,1482.14
CLM-000427,2024-10-29,1,72.91,157.77
CLM-000428,2024-11-06,1,487.49,366.19
CLM-000428,2024-12-06,2,702.66,728.85
CLM-000429,2024-11-05,1,5260.71,1630.08
CLM-000429,2024-12-05,2,4993.49,3117.5
CLM-000430,2024-11-02,1,1682.17,602.29
CLM-000431,2024-11-19,1,503.99,1195.94
CLM-000432,2024-11-04,1,166.86,189.91
CLM-000433,2024-11-10,1,4130.26,1061.43
CLM-000434,2024-11-05,1,149.58,0.0
CLM-000434,2024-12-05,2,645.54,0.0
CLM-000434,2025-01-04,3,1270.1,1121.77
CLM-000434,2025-02-03,4,1731.09,1473.34
CLM-000434,2025-03-05,5,1641.95,1821.56
CLM-000434,2025-04-04,6,2210.71,1929.6
CLM-000434,2025-05-04,7,2676.61,2433.02
CLM-000434,2025-06-03,8,2995.52,2870.6
CLM-000434,2025-07-03,9,3040.89,2864.65
CLM-000434,2025-08-02,10,2954.21,2740.87
CLM-000434,2025-09-01,11,3029.11,2634.54
CLM-000434,2025-10-01,12,2938.42,2599.14
CLM-000434,2025-10-31,13,2949.75,2973.14
CLM-000434,2025-11-30,14,2867.27,2625.34
CLM-000434,2025-12-30,15,3096.62,2733.31
CLM-000434,2026-01-29,16,3014.49,2876.86
CLM-000434,2026-02-28,17,2986.26,2691.26
CLM-000434,2026-03-30,18,3047.0,2927.27
CLM-000434,2026-04-29,19,2976.18,2809.44
CLM-000434,2026-05-29,20,2983.76,2563.63
CLM-000434,2026-06-28,21,2983.87,2902.45
CLM-000434,2026-07-28,22,3012.0,2665.71
CLM-000435,2024-11-10,1,816.95,199.24
CLM-000436,2024-11-15,1,3638.86,1462.52
CLM-000437,2024-11-16,1,328.92,774.87
CLM-000438,2024-11-22,1,5345.13,2108.49
CLM-000439,2024-11-20,1,222.88,348.07
CLM-000440,2024-11-26,1,175.4,391.93
CLM-000441,2024-11-28,1,1235.04,614.59
CLM-000442,2024-12-03,1,100.73,242.61
CLM-000442,2025-01-02,2,224.18,441.42
CLM-000442,2025-02-01,3,841.55,734.11
CLM-000443,2024-12-01,1,3057.15,1496.09
CLM-000444,2024-12-01,1,453.46,985.32
CLM-000444,2024-12-31,2,2835.66,2031.31
CLM-000445,2024-12-01,1,171.43,406.82
CLM-000446,2024-12-06,1,474.39,1047.03
CLM-000446,2025-01-05,2,2254.94,2070.42
CLM-000447,2024-12-06,1,103.95,233.48
CLM-000448,2024-12-06,1,1136.72,574.73
CLM-000449,2024-12-04,1,1264.26,460.53
CLM-000450,2024-12-05,1,286.94,326.74
CLM-000450,2025-01-04,2,167.14,633.43
CLM-000451,2024-12-08,1,5663.49,2623.59
CLM-000451,2025-01-07,2,1063.77,4779.97
CLM-000451,2025-02-06,3,7011.61,7434.55
CLM-000452,2024-12-16,1,795.03,558.68
CLM-000453,2024-12-20,1,2733.97,739.49
CLM-000453,2025-01-19,2,1525.31,1698.35
CLM-000454,2024-12-11,1,14521.48,12978.34
CLM-000455,2024-12-15,1,3000.71,1000.48
CLM-000456,2024-12-17,1,1417.72,515.27
CLM-000457,2024-12-25,1,66.03,157.74
CLM-000458,2024-12-20,1,1102.52,1021.69
CLM-000459,2024-12-27,1,667.96,1454.89
CLM-000460,2024-12-29,1,1744.57,1121.06
CLM-000461,2024-12-31,1,1337.29,528.81
CLM-000461,2025-01-30,2,1903.02,1045.45
CLM-000462,2024-12-27,1,110.39,240.51
CLM-000463,2024-12-31,1,3008.43,2480.14
CLM-000464,2025-01-06,1,3142.65,793.68
CLM-000465,2025-01-06,1,1844.49,1055.05
CLM-000466,2025-01-04,1,1062.59,443.8
CLM-000466,2025-02-03,2,737.55,841.72
CLM-000467,2025-01-10,1,45.65,68.56
CLM-000468,2025-01-04,1,24.92,43.9
CLM-000469,2025-01-05,1,10561.04,13654.44
CLM-000469,2025-02-04,2,5608.2,27071.65
CLM-000470,2025-01-09,1,88.48,136.94
CLM-000471,2025-01-10,1,5649.52,2564.93
CLM-000471,2025-02-09,2,8527.22,5332.67
CLM-000471,2025-03-11,3,6949.24,7739.15
