claim_id,policy_id,date_of_loss,date_reported,cause_of_loss,claim_status,is_catastrophe_flag,storm_id,reported_severity,settlement_date
CLM-001338,GC-004927,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,14503.39,
CLM-001339,GC-004932,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,92494.79,
CLM-001340,GC-004937,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,47412.04,
CLM-001341,GC-004938,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,23833.56,
CLM-001342,GC-004940,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,14271.21,
CLM-001343,GC-004923,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,58264.98,
CLM-001344,GC-004822,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,12734.39,
CLM-001345,GC-004821,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,12096.39,
CLM-001346,GC-004818,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,10329.38,
CLM-001347,GC-004699,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,48220.78,
CLM-001348,GC-004692,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,6842.63,
CLM-001349,GC-004689,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,50495.65,
CLM-001350,GC-004688,2026-07-18,2026-07-27,Wind + Flood,Open,Y,MARISOL2026,63206.83,
CLM-001351,GC-004679,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,10788.98,
CLM-001352,GC-004675,2026-07-18,2026-08-04,Wind + Flood,Open,Y,MARISOL2026,44046.72,
CLM-001353,GC-004673,2026-07-18,2026-07-30,Wind,Open,Y,MARISOL2026,7283.03,
CLM-001354,GC-004671,2026-07-18,2026-08-02,Wind,Open,Y,MARISOL2026,11508.42,
CLM-001355,GC-004668,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,299590.96,
CLM-001356,GC-004665,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,27124.66,
CLM-001357,GC-004662,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,14761.0,
CLM-001358,GC-004661,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,9936.07,
CLM-001359,GC-004660,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,13243.28,
CLM-001360,GC-004658,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,156169.08,
CLM-001361,GC-004657,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,46359.77,
CLM-001362,GC-004653,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,164890.7,
CLM-001363,GC-004652,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,25226.23,
CLM-001364,GC-004631,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,41109.18,
CLM-001365,GC-004632,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,18881.34,
CLM-001366,GC-004633,2026-07-18,2026-08-04,Wind,Open,Y,MARISOL2026,114243.43,
CLM-001367,GC-004634,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,52043.66,
CLM-001368,GC-004635,2026-07-18,2026-08-14,Wind,Open,Y,MARISOL2026,58839.15,
CLM-001369,GC-004638,2026-07-18,2026-07-19,Flood/Storm Surge,Open,Y,MARISOL2026,10160.46,
CLM-001370,GC-004705,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,19794.07,
CLM-001371,GC-004639,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,42255.77,
CLM-001372,GC-004645,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,6769.43,
CLM-001373,GC-004646,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,30896.53,
CLM-001374,GC-004647,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,22722.53,
CLM-001375,GC-004649,2026-07-18,2026-08-08,Wind,Open,Y,MARISOL2026,46499.48,
CLM-001376,GC-004650,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,10481.35,
CLM-001377,GC-004651,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,227179.79,
CLM-001378,GC-004642,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,55172.21,
CLM-001379,GC-004620,2026-07-18,2026-08-02,Flood/Storm Surge,Open,Y,MARISOL2026,17709.54,
CLM-001380,GC-004708,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,45206.52,
CLM-001381,GC-004711,2026-07-18,2026-07-27,Wind + Flood,Open,Y,MARISOL2026,4978.04,
CLM-001382,GC-004815,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,13508.58,
CLM-001383,GC-004814,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,33542.75,
CLM-001384,GC-004811,2026-07-18,2026-07-30,Flood/Storm Surge,Open,Y,MARISOL2026,13255.83,
CLM-001385,GC-004808,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,22560.14,
CLM-001386,GC-004807,2026-07-18,2026-07-28,Flood/Storm Surge,Open,Y,MARISOL2026,123505.87,
CLM-001387,GC-004804,2026-07-18,2026-08-17,Wind,Open,Y,MARISOL2026,74314.14,
CLM-001388,GC-004800,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,13891.99,
CLM-001389,GC-004794,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,84333.62,
CLM-001390,GC-004793,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,14982.97,
CLM-001391,GC-004791,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,13104.15,
CLM-001392,GC-004786,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,75837.67,
CLM-001393,GC-004781,2026-07-18,2026-08-04,Wind,Open,Y,MARISOL2026,40135.91,
CLM-001394,GC-004780,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,7236.77,
CLM-001395,GC-004776,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,15891.39,
CLM-001396,GC-004774,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,224550.28,
CLM-001397,GC-004772,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,225434.43,
CLM-001398,GC-004770,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,39741.24,
CLM-001399,GC-004712,2026-07-18,2026-07-31,Flood/Storm Surge,Open,Y,MARISOL2026,6305.57,
CLM-001400,GC-004717,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,8947.14,
CLM-001401,GC-004725,2026-07-18,2026-08-06,Wind + Flood,Open,Y,MARISOL2026,23018.4,
CLM-001402,GC-004729,2026-07-18,2026-08-06,Wind + Flood,Open,Y,MARISOL2026,5202.85,
CLM-001403,GC-004733,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,12696.92,
CLM-001404,GC-004734,2026-07-18,2026-08-03,Wind + Flood,Closed,Y,MARISOL2026,19238.2,2026-07-31
CLM-001405,GC-004709,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,397915.55,
CLM-001406,GC-004735,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,15339.46,
CLM-001407,GC-004738,2026-07-18,2026-08-14,,Open,Y,MARISOL2026,28445.39,
CLM-001408,GC-004745,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,17155.72,
CLM-001409,GC-004747,2026-07-18,2026-07-26,Flood/Storm Surge,Open,Y,MARISOL2026,19648.1,
CLM-001410,GC-004756,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,8057.66,
CLM-001411,GC-004759,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,16320.73,
CLM-001412,GC-004762,2026-07-18,2026-08-07,Wind,Closed,Y,MARISOL2026,30801.7,2026-08-10
CLM-001413,GC-004737,2026-07-18,2026-08-03,Wind,Open,Y,MARISOL2026,135539.12,
CLM-001414,GC-004286,2026-07-18,2026-08-04,Wind,Open,Y,MARISOL2026,7071.67,
CLM-001415,GC-004285,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,157515.07,
CLM-001416,GC-004282,2026-07-18,2026-07-24,Wind + Flood,Open,Y,MARISOL2026,38834.02,
CLM-001417,GC-003865,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,49613.3,
CLM-001418,GC-003864,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,80577.28,
CLM-001419,GC-003863,2026-07-18,2026-07-20,Flood/Storm Surge,Open,Y,MARISOL2026,18339.71,
CLM-001420,GC-003862,2026-07-18,2026-08-01,Wind,Open,Y,MARISOL2026,60279.62,
CLM-001421,GC-003861,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,11952.38,
CLM-001422,GC-003858,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,332921.86,
CLM-001423,GC-003857,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,59422.4,
CLM-001424,GC-003856,2026-07-18,2026-07-18,Flood/Storm Surge,Open,Y,MARISOL2026,37238.17,
CLM-001425,GC-003855,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,26774.56,
CLM-001426,GC-003852,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,18826.74,
CLM-001427,GC-003847,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,6280.08,
CLM-001428,GC-003842,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,13278.7,
CLM-001429,GC-003840,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,240936.33,
CLM-001430,GC-003839,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,37078.38,
CLM-001431,GC-003871,2026-07-18,2026-08-05,Wind + Flood,Open,Y,MARISOL2026,44851.71,
CLM-001432,GC-003832,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,14845.41,
CLM-001433,GC-003825,2026-07-18,2026-08-02,Wind + Flood,Open,Y,MARISOL2026,154001.85,
CLM-001434,GC-003823,2026-07-18,2026-08-01,Wind + Flood,Open,Y,MARISOL2026,10628.53,
CLM-001435,GC-003815,2026-07-18,2026-08-02,Flood/Storm Surge,Open,Y,MARISOL2026,70936.97,
CLM-001436,GC-003812,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,21215.11,
CLM-001437,GC-003811,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,15639.85,
CLM-001438,GC-003810,2026-07-18,2026-08-02,Wind + Flood,Open,Y,MARISOL2026,53443.63,
CLM-001439,GC-003805,2026-07-18,2026-07-26,Flood/Storm Surge,Open,Y,MARISOL2026,11924.86,
CLM-001440,GC-003803,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,13622.27,
CLM-001441,GC-003802,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,514148.81,
CLM-001442,GC-003801,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,71790.05,
CLM-001443,GC-003796,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,49449.78,
CLM-001444,GC-003793,2026-07-18,2026-07-20,Wind + Flood,Closed,Y,MARISOL2026,60968.66,2026-08-12
CLM-001445,GC-003789,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,26404.4,
CLM-001446,GC-003788,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,162553.66,
CLM-001447,GC-003828,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,46362.29,
CLM-001448,GC-003874,2026-07-18,2026-08-02,Wind + Flood,Open,Y,MARISOL2026,26210.61,
CLM-001449,GC-003875,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,36584.98,
CLM-001450,GC-003876,2026-07-18,2026-07-19,Wind + Flood,Open,Y,MARISOL2026,59223.97,
CLM-001451,GC-003944,2026-07-18,2026-08-02,Wind,Open,Y,MARISOL2026,9541.68,
CLM-001452,GC-003941,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,42148.07,
CLM-001453,GC-003937,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,54846.75,
CLM-001454,GC-003933,2026-07-18,2026-08-05,Wind,Open,Y,MARISOL2026,137021.07,
CLM-001455,GC-003930,2026-07-18,2026-07-30,Wind,Open,Y,MARISOL2026,8326.2,
CLM-001456,GC-003929,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,29459.88,
CLM-001457,GC-003923,2026-07-18,2026-08-09,Flood/Storm Surge,Open,Y,MARISOL2026,32209.67,
CLM-001458,GC-003922,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,445662.28,
CLM-001459,GC-003918,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,20949.75,
CLM-001460,GC-003915,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,34797.28,
CLM-001461,GC-003914,2026-07-18,2026-07-20,Flood/Storm Surge,Open,Y,MARISOL2026,12079.97,
CLM-001462,GC-003913,2026-07-18,2026-07-27,Flood/Storm Surge,Open,Y,MARISOL2026,53233.15,
CLM-001463,GC-003912,2026-07-18,2026-07-24,Wind + Flood,Open,Y,MARISOL2026,114101.57,
CLM-001464,GC-003911,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,86237.97,
CLM-001465,GC-003909,2026-07-18,2026-07-31,Wind + Flood,Open,Y,MARISOL2026,230709.14,
CLM-001466,GC-003908,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,52057.92,
CLM-001467,GC-003905,2026-07-18,2026-07-18,Wind,Closed,Y,MARISOL2026,67795.98,2026-08-06
CLM-001468,GC-003878,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,28832.82,
CLM-001469,GC-003880,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,15902.56,
CLM-001470,GC-003882,2026-07-18,2026-07-18,Wind + Flood,Open,Y,MARISOL2026,21238.01,
CLM-001471,GC-003886,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,16717.82,
CLM-001472,GC-003887,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,7459.46,
CLM-001473,GC-003888,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,46779.63,
CLM-001474,GC-003787,2026-07-18,2026-07-30,Wind,Open,Y,MARISOL2026,7705.79,
CLM-001475,GC-003889,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,33081.87,
CLM-001476,GC-003895,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,146080.95,
CLM-001477,GC-003898,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,333037.54,
CLM-001478,GC-003899,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,74074.89,
CLM-001479,GC-003900,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,28375.62,
CLM-001480,GC-003901,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,69658.03,
CLM-001481,GC-003904,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,393654.51,
CLM-001482,GC-003890,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,70670.27,
CLM-001483,GC-003786,2026-07-18,2026-08-10,Wind + Flood,Open,Y,MARISOL2026,14249.8,
CLM-001484,GC-003785,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,30285.96,
CLM-001485,GC-003783,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,296081.05,
CLM-001486,GC-003702,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,1797.85,
CLM-001487,GC-003699,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,335095.47,
CLM-001488,GC-003696,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,40440.65,
CLM-001489,GC-003693,2026-07-18,2026-08-14,Flood/Storm Surge,Open,Y,MARISOL2026,17649.57,
CLM-001490,GC-003689,2026-07-18,2026-07-30,Flood/Storm Surge,Open,Y,MARISOL2026,7621.73,
CLM-001491,GC-003686,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,25316.12,
CLM-001492,GC-003685,2026-07-18,2026-07-30,Flood/Storm Surge,Open,Y,MARISOL2026,5828.67,
CLM-001493,GC-003681,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,85346.89,
CLM-001494,GC-003680,2026-07-18,2026-08-06,Wind + Flood,Open,Y,MARISOL2026,25907.96,
CLM-001495,GC-003677,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,20064.66,
CLM-001496,GC-003674,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,10201.54,
CLM-001497,GC-003670,2026-07-18,2026-07-28,Wind + Flood,Open,Y,MARISOL2026,32277.28,
CLM-001498,GC-003663,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,191561.37,
CLM-001499,GC-003662,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,26407.78,
CLM-001500,GC-003660,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,89790.38,
CLM-001501,GC-003657,2026-07-18,2026-07-18,Wind,Open,Y,MARISOL2026,23640.7,
CLM-001502,GC-003656,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,271853.89,
CLM-001503,GC-003617,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,20517.91,
CLM-001504,GC-003620,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,28266.57,
CLM-001505,GC-003622,2026-07-18,2026-07-27,Wind,Closed,Y,MARISOL2026,23203.47,2026-08-06
CLM-001506,GC-003625,2026-07-18,2026-07-30,Wind + Flood,Open,Y,MARISOL2026,39290.59,
CLM-001507,GC-003627,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,27221.83,
CLM-001508,GC-003628,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,981779.79,
CLM-001509,GC-003703,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,64879.93,
CLM-001510,GC-003629,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,36087.17,
CLM-001511,GC-003640,2026-07-18,2026-07-28,Wind,Open,Y,MARISOL2026,18529.06,
CLM-001512,GC-003643,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,16170.82,
CLM-001513,GC-003644,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,196905.67,
CLM-001514,GC-003648,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,85505.18,
CLM-001515,GC-003653,2026-07-18,2026-07-20,Wind + Flood,Open,Y,MARISOL2026,39106.5,
CLM-001516,GC-003654,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,11983.9,
CLM-001517,GC-003630,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,14208.29,
CLM-001518,GC-003945,2026-07-18,2026-08-07,Flood/Storm Surge,Closed,Y,MARISOL2026,31019.53,2026-08-07
CLM-001519,GC-003706,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,12844.37,
CLM-001520,GC-003709,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,102901.53,
CLM-001521,GC-003780,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,7247.67,
CLM-001522,GC-003777,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,46918.14,
CLM-001523,GC-003774,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,21758.29,
CLM-001524,GC-003773,2026-07-18,2026-08-02,Wind + Flood,Open,Y,MARISOL2026,23339.99,
CLM-001525,GC-003772,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,36058.51,
CLM-001526,GC-003771,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,34459.8,
CLM-001527,GC-003769,2026-07-18,2026-07-27,Flood/Storm Surge,Open,Y,MARISOL2026,32862.29,
CLM-001528,GC-003766,2026-07-18,2026-07-19,Wind,Open,Y,MARISOL2026,56198.26,
CLM-001529,GC-003756,2026-07-18,2026-07-26,Flood/Storm Surge,Open,Y,MARISOL2026,6542.43,
CLM-001530,GC-003755,2026-07-18,2026-07-19,Flood/Storm Surge,Open,Y,MARISOL2026,56143.04,
CLM-001531,GC-003754,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,23382.97,
CLM-001532,GC-003750,2026-07-18,2026-07-29,Wind + Flood,Open,Y,MARISOL2026,9819.78,
CLM-001533,GC-003749,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,39796.67,
CLM-001534,GC-003747,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,17496.45,
CLM-001535,GC-003746,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,53012.53,
CLM-001536,GC-003744,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,24520.62,
CLM-001537,GC-003742,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,189769.93,
CLM-001538,GC-003711,2026-07-18,2026-08-01,Flood/Storm Surge,Open,Y,MARISOL2026,85407.52,
CLM-001539,GC-003713,2026-07-18,2026-07-19,Flood/Storm Surge,Open,Y,MARISOL2026,20170.96,
CLM-001540,GC-003716,2026-07-18,2026-07-29,Wind + Flood,Open,Y,MARISOL2026,531630.92,
CLM-001541,GC-003717,2026-07-18,2026-08-03,Wind,Open,Y,MARISOL2026,46878.49,
CLM-001542,GC-003719,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,760128.65,
CLM-001543,GC-003722,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,1818.21,
CLM-001544,GC-003707,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,17983.07,
CLM-001545,GC-003723,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,253785.0,
CLM-001546,GC-003731,2026-07-18,2026-07-25,Wind + Flood,Open,Y,MARISOL2026,672700.98,
CLM-001547,GC-003732,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,45031.38,
CLM-001548,GC-003734,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,18850.45,
CLM-001549,GC-003735,2026-07-18,2026-07-22,Wind + Flood,Open,Y,MARISOL2026,51218.71,
CLM-001550,GC-003736,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,19541.28,
CLM-001551,GC-003739,2026-07-18,2026-08-01,Flood/Storm Surge,Open,Y,MARISOL2026,84217.67,
CLM-001552,GC-003728,2026-07-18,2026-07-25,Wind,Open,Y,MARISOL2026,203803.33,
CLM-001553,GC-003948,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,24478.98,
CLM-001554,GC-003949,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,54290.23,
CLM-001555,GC-003952,2026-07-18,2026-07-19,Wind + Flood,Open,Y,MARISOL2026,83225.52,
CLM-001556,GC-004204,2026-07-18,2026-07-30,Wind,Open,Y,MARISOL2026,18300.33,
CLM-001557,GC-004203,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,73350.21,
CLM-001558,GC-004196,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,19189.1,
CLM-001559,GC-004193,2026-07-18,2026-07-24,Wind + Flood,Open,Y,MARISOL2026,5700.18,
CLM-001560,GC-004191,2026-07-18,2026-08-02,Wind + Flood,Open,Y,MARISOL2026,7581.87,
CLM-001561,GC-004189,2026-07-18,2026-07-31,Wind,Open,Y,MARISOL2026,316951.1,
CLM-001562,GC-004187,2026-07-18,2026-07-27,Wind,Open,Y,MARISOL2026,37058.51,
CLM-001563,GC-004186,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,33892.48,
CLM-001564,GC-004184,2026-07-18,2026-07-24,Wind,Open,Y,MARISOL2026,51438.75,
CLM-001565,GC-004181,2026-07-18,2026-07-31,Wind + Flood,Open,Y,MARISOL2026,21582.33,
CLM-001566,GC-004180,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,43053.98,
CLM-001567,GC-004173,2026-07-18,2026-07-24,Wind + Flood,Open,Y,MARISOL2026,30638.5,
CLM-001568,GC-004171,2026-07-18,2026-08-01,Flood/Storm Surge,Open,Y,MARISOL2026,3229.72,
CLM-001569,GC-004164,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,6985.17,
CLM-001570,GC-004160,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,6063.03,
CLM-001571,GC-004159,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,23843.63,
CLM-001572,GC-004158,2026-07-18,2026-07-23,Wind + Flood,Open,Y,MARISOL2026,20418.09,
CLM-001573,GC-004131,2026-07-18,2026-07-20,Wind,Open,Y,MARISOL2026,16470.71,
CLM-001574,GC-004132,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,30886.02,
CLM-001575,GC-004135,2026-07-18,2026-08-04,Wind + Flood,Open,Y,MARISOL2026,9889.72,
CLM-001576,GC-004139,2026-07-18,2026-08-04,Wind,Open,Y,MARISOL2026,59726.21,
CLM-001577,GC-004141,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,53952.87,
CLM-001578,GC-004142,2026-07-18,2026-07-22,Wind,Open,Y,MARISOL2026,26650.25,
CLM-001579,GC-004205,2026-07-18,2026-07-21,Wind + Flood,Open,Y,MARISOL2026,67898.29,
CLM-001580,GC-004143,2026-07-18,2026-07-25,Wind + Flood,Closed,Y,MARISOL2026,17799.39,2026-08-10
CLM-001581,GC-004149,2026-07-18,2026-07-23,Flood/Storm Surge,Open,Y,MARISOL2026,12367.82,
CLM-001582,GC-004150,2026-07-18,2026-07-30,Wind + Flood,Open,Y,MARISOL2026,196277.9,
CLM-001583,GC-004151,2026-07-18,2026-07-27,Flood/Storm Surge,Open,Y,MARISOL2026,44320.75,
CLM-001584,GC-004153,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,15249.31,
CLM-001585,GC-004154,2026-07-18,2026-07-25,Flood/Storm Surge,Open,Y,MARISOL2026,10729.03,
CLM-001586,GC-004156,2026-07-18,2026-07-21,Flood/Storm Surge,Open,Y,MARISOL2026,44769.94,
CLM-001587,GC-004147,2026-07-18,2026-07-24,Flood/Storm Surge,Open,Y,MARISOL2026,19822.91,
CLM-001588,GC-004129,2026-07-18,2026-07-30,Flood/Storm Surge,Open,Y,MARISOL2026,21221.79,
CLM-001589,GC-004206,2026-07-18,2026-07-28,Flood/Storm Surge,Open,Y,MARISOL2026,83974.94,
CLM-001590,GC-004209,2026-07-18,2026-07-23,Wind,Open,Y,MARISOL2026,129005.26,
CLM-001591,GC-004280,2026-07-18,2026-07-27,Wind + Flood,Open,Y,MARISOL2026,63072.68,
CLM-001592,GC-004278,2026-07-18,2026-07-26,Wind,Open,Y,MARISOL2026,85169.38,
CLM-001593,GC-004271,2026-07-18,2026-07-29,Wind,Open,Y,MARISOL2026,37183.17,
CLM-001594,GC-004269,2026-07-18,2026-07-21,Wind,Open,Y,MARISOL2026,36575.37,
CLM-001595,GC-004265,2026-07-18,2026-07-26,Wind + Flood,Open,Y,MARISOL2026,21310.66,
CLM-001596,GC-004263,2026-07-18,2026-07-22,Flood/Storm Surge,Open,Y,MARISOL2026,20471.14,
