claim_id,repair_category,estimated_cost,actual_cost,cost_date
CLM-001216,Exterior/Siding,128576.96,,
CLM-001217,Structural,8681.71,,
CLM-001217,Roof,17154.81,,
CLM-001218,Exterior/Siding,98395.39,,
CLM-001219,Water Mitigation,22368.99,,
CLM-001220,Roof,18099.37,,
CLM-001221,Exterior/Siding,14742.38,,
CLM-001221,Water Mitigation,43053.59,,
CLM-001222,Contents,88519.82,,
CLM-001223,Structural,2935.76,,
CLM-001223,Exterior/Siding,5313.06,,
CLM-001223,Contents,12518.44,,
CLM-001224,Exterior/Siding,20332.45,,
CLM-001224,Water Mitigation,53341.6,,
CLM-001225,Structural,56469.67,,
CLM-001225,Roof,69702.49,,
CLM-001226,Structural,158046.72,,
CLM-001227,Water Mitigation,21066.74,,
CLM-001228,Roof,70644.54,,
CLM-001229,Water Mitigation,161282.58,,
CLM-001229,Roof,281230.47,,
CLM-001230,Roof,33978.06,,
CLM-001230,Water Mitigation,63431.26,,
CLM-001231,Exterior/Siding,9453.18,,
CLM-001231,Water Mitigation,27496.41,,
CLM-001232,Roof,8830.55,,
CLM-001233,Exterior/Siding,8868.82,,
CLM-001234,Contents,57377.07,,
CLM-001234,Structural,83805.2,,
CLM-001234,Water Mitigation,211892.57,,
CLM-001235,Exterior/Siding,266766.0,,
CLM-001236,Contents,55340.19,,
CLM-001236,Exterior/Siding,78327.73,,
CLM-001237,Water Mitigation,23251.24,,
CLM-001238,Contents,46960.5,,
CLM-001239,Roof,5549.79,,
CLM-001239,Exterior/Siding,9769.98,,
CLM-001240,Contents,744548.02,,
CLM-001241,Water Mitigation,15317.41,,
CLM-001241,Structural,37201.77,,
CLM-001242,Exterior/Siding,8738.23,,
CLM-001242,Structural,14625.4,,
CLM-001243,Structural,284360.98,,
CLM-001244,Contents,11157.73,,
CLM-001245,Water Mitigation,36869.32,,
CLM-001246,Roof,7985.48,,
CLM-001246,Structural,18908.24,,
CLM-001246,Exterior/Siding,31838.35,,
CLM-001247,Water Mitigation,274255.51,,
CLM-001247,Contents,627297.55,,
CLM-001248,Structural,279831.23,,
CLM-001249,Roof,189760.65,,
CLM-001250,Structural,75181.42,,
CLM-001251,Contents,2081.47,,
CLM-001251,Structural,4235.04,,
CLM-001252,Contents,11966.64,,
CLM-001253,Structural,6588.03,,
CLM-001253,Water Mitigation,8996.83,,
CLM-001253,Contents,22233.11,,
CLM-001254,Structural,18736.1,18356.43,2026-08-02
CLM-001254,Contents,27378.48,24177.97,2026-08-02
CLM-001255,Contents,980304.96,,
CLM-001256,Roof,2239.5,,
CLM-001256,Structural,4022.98,,
CLM-001256,Contents,10096.26,,
CLM-001257,Contents,1327.08,,
CLM-001257,Roof,3237.7,,
CLM-001258,Exterior/Siding,22644.55,,
CLM-001259,Water Mitigation,10232.21,,
CLM-001259,Roof,15593.17,,
CLM-001260,Contents,129092.18,,
CLM-001260,Roof,242705.88,,
CLM-001261,Exterior/Siding,9613.9,9598.48,2026-08-03
CLM-001261,Contents,23358.91,24099.87,2026-08-03
CLM-001262,Water Mitigation,24368.51,,
CLM-001262,Contents,40778.41,,
CLM-001263,Water Mitigation,19228.25,,
CLM-001264,Water Mitigation,5532.35,,
CLM-001264,Structural,10859.48,,
CLM-001265,Exterior/Siding,10040.62,,
CLM-001266,Water Mitigation,29406.67,,
CLM-001267,Contents,13647.53,,
CLM-001267,Structural,24792.81,,
CLM-001268,Exterior/Siding,22130.55,,
CLM-001269,Contents,57757.58,,
CLM-001270,Exterior/Siding,11009.68,,
CLM-001270,Water Mitigation,16793.26,,
CLM-001271,Roof,17759.27,,
CLM-001272,Structural,23081.69,,
CLM-001273,Exterior/Siding,6817.34,,
CLM-001274,Structural,43868.9,,
CLM-001274,Water Mitigation,66611.13,,
CLM-001274,Contents,97484.82,,
CLM-001275,Structural,96391.42,,
CLM-001276,Roof,14648.16,,
CLM-001276,Exterior/Siding,23354.91,,
CLM-001277,Structural,9929.01,,
CLM-001277,Exterior/Siding,21866.2,,
CLM-001278,Exterior/Siding,19298.36,,
CLM-001278,Water Mitigation,22063.46,,
CLM-001278,Structural,45653.17,,
CLM-001279,Water Mitigation,27049.5,,
CLM-001280,Roof,6165.9,,
CLM-001281,Structural,29894.81,,
CLM-001282,Roof,16430.75,,
CLM-001283,Exterior/Siding,62889.46,,
CLM-001284,Water Mitigation,39776.19,,
CLM-001284,Contents,55010.23,,
CLM-001284,Roof,103444.47,,
CLM-001285,Structural,49896.14,,
CLM-001286,Structural,64342.39,,
CLM-001286,Roof,135674.32,,
CLM-001287,Structural,18710.37,,
CLM-001287,Exterior/Siding,29204.51,,
CLM-001288,Structural,44590.67,,
CLM-001289,Structural,23282.67,,
CLM-001289,Water Mitigation,38378.22,,
CLM-001290,Structural,7357.36,,
CLM-001291,Water Mitigation,10813.06,,
CLM-001291,Exterior/Siding,16180.83,,
CLM-001291,Roof,33306.8,,
CLM-001292,Contents,11522.49,,
CLM-001292,Structural,14821.28,,
CLM-001292,Roof,23991.97,,
CLM-001293,Contents,38069.52,,
CLM-001294,Contents,926478.78,,
CLM-001295,Structural,37401.03,,
CLM-001296,Structural,58027.11,53710.87,2026-07-29
CLM-001297,Water Mitigation,20213.8,,
CLM-001298,Exterior/Siding,101224.7,90617.4,2026-08-08
CLM-001299,Water Mitigation,86235.95,,
CLM-001300,Exterior/Siding,3091.82,,
CLM-001300,Contents,4547.95,,
CLM-001300,Roof,8945.7,,
CLM-001301,Exterior/Siding,24160.59,,
CLM-001302,Water Mitigation,11713.48,,
CLM-001303,Exterior/Siding,61376.59,,
CLM-001303,Contents,196960.42,,
CLM-001304,Roof,3521.69,,
CLM-001304,Contents,8013.88,,
CLM-001305,Water Mitigation,27275.56,,
CLM-001306,Exterior/Siding,44037.87,,
CLM-001307,Exterior/Siding,19104.09,,
CLM-001308,Water Mitigation,304163.66,,
CLM-001308,Exterior/Siding,556071.85,,
CLM-001309,Structural,9880.93,,
CLM-001309,Roof,21429.03,,
CLM-001310,Exterior/Siding,9292.96,,
CLM-001310,Roof,12363.91,,
CLM-001311,Water Mitigation,59714.92,,
CLM-001311,Roof,165519.41,,
CLM-001312,Contents,243512.69,,
CLM-001312,Roof,339529.29,,
CLM-001313,Structural,16367.97,,
CLM-001314,Structural,65354.37,,
CLM-001315,Contents,48386.24,,
CLM-001316,Contents,21378.22,,
CLM-001317,Water Mitigation,33605.65,,
CLM-001317,Exterior/Siding,99405.14,,
CLM-001318,Roof,3459.06,,
CLM-001319,Exterior/Siding,51368.24,,
CLM-001319,Water Mitigation,140451.82,,
CLM-001320,Water Mitigation,19952.23,21645.2,2026-08-09
CLM-001320,Contents,29940.92,26760.8,2026-08-09
CLM-001321,Structural,59142.87,,
CLM-001321,Contents,137294.6,,
CLM-001321,Water Mitigation,227211.06,,
CLM-001322,Contents,15141.04,,
CLM-001323,Structural,21610.51,,
CLM-001323,Roof,37738.02,,
CLM-001323,Water Mitigation,69069.34,,
CLM-001324,Contents,20866.29,,
CLM-001324,Exterior/Siding,32456.7,,
CLM-001324,Structural,69800.33,,
CLM-001325,Structural,6431.7,,
CLM-001325,Exterior/Siding,11914.2,,
CLM-001326,Structural,13424.82,,
CLM-001327,Contents,9871.56,,
CLM-001327,Exterior/Siding,11926.94,,
CLM-001327,Roof,33878.96,,
CLM-001328,Structural,31750.9,,
CLM-001328,Exterior/Siding,52846.7,,
CLM-001329,Roof,9558.7,,
CLM-001329,Structural,29138.65,,
CLM-001330,Contents,54674.86,,
CLM-001331,Water Mitigation,40676.19,,
CLM-001331,Contents,103906.67,,
CLM-001332,Roof,57461.3,,
CLM-001333,Contents,11325.21,,
CLM-001334,Structural,14118.9,,
CLM-001335,Roof,142813.81,144544.6,2026-08-05
CLM-001336,Exterior/Siding,10808.16,,
CLM-001336,Contents,18532.89,,
CLM-001337,Contents,108944.93,,
CLM-001338,Structural,16870.24,,
CLM-001339,Roof,69762.16,,
CLM-001340,Exterior/Siding,58149.36,,
CLM-001341,Structural,26635.5,,
CLM-001342,Exterior/Siding,12684.97,,
CLM-001343,Roof,49753.58,,
CLM-001344,Roof,11153.94,,
CLM-001345,Exterior/Siding,13667.52,,
CLM-001346,Structural,4869.86,,
CLM-001346,Exterior/Siding,8552.27,,
CLM-001347,Exterior/Siding,22296.33,,
CLM-001347,Roof,59441.71,,
CLM-001348,Structural,2634.26,,
CLM-001348,Water Mitigation,3737.84,,
CLM-001348,Roof,6034.53,,
CLM-001349,Exterior/Siding,28589.89,,
CLM-001349,Roof,64309.23,,
CLM-001350,Structural,72279.16,,
CLM-001351,Water Mitigation,8291.57,,
CLM-001352,Roof,34583.64,,
CLM-001353,Exterior/Siding,7313.81,,
CLM-001354,Structural,4111.26,,
CLM-001354,Contents,12981.93,,
CLM-001355,Contents,160873.47,,
CLM-001355,Water Mitigation,252272.17,,
CLM-001356,Structural,33245.36,,
CLM-001357,Structural,16391.01,,
CLM-001358,Exterior/Siding,4984.98,,
CLM-001358,Contents,7093.44,,
CLM-001359,Exterior/Siding,3434.97,,
CLM-001359,Structural,7137.25,,
CLM-001359,Contents,10515.93,,
CLM-001360,Roof,55498.76,,
CLM-001360,Water Mitigation,113930.77,,
CLM-001361,Roof,20341.08,,
CLM-001361,Structural,50624.93,,
CLM-001362,Structural,120700.67,,
CLM-001363,Structural,32088.29,,
CLM-001364,Exterior/Siding,21889.95,,
CLM-001364,Contents,39763.3,,
CLM-001365,Structural,17272.42,,
CLM-001366,Structural,93367.68,,
CLM-001367,Structural,37232.04,,
CLM-001368,Roof,44194.19,,
CLM-001369,Exterior/Siding,5268.21,,
CLM-001369,Contents,12900.72,,
CLM-001370,Structural,11305.05,,
CLM-001370,Exterior/Siding,15577.85,,
CLM-001371,Water Mitigation,17589.16,,
CLM-001371,Structural,52954.54,,
CLM-001372,Exterior/Siding,8024.75,,
CLM-001373,Roof,12655.4,,
CLM-001373,Exterior/Siding,24468.73,,
CLM-001374,Contents,14766.31,,
CLM-001374,Exterior/Siding,20061.85,,
CLM-001375,Exterior/Siding,37486.74,,
CLM-001376,Contents,13339.74,,
CLM-001377,Exterior/Siding,122456.67,,
CLM-001377,Contents,221542.66,,
CLM-001378,Contents,30953.49,,
CLM-001378,Roof,70287.3,,
CLM-001379,Structural,8444.73,,
CLM-001379,Water Mitigation,22775.92,,
CLM-001380,Roof,12509.25,,
CLM-001380,Water Mitigation,28462.39,,
CLM-001380,Structural,37306.44,,
CLM-001381,Structural,1309.15,,
CLM-001381,Exterior/Siding,3078.85,,
CLM-001381,Water Mitigation,4013.97,,
CLM-001382,Roof,10052.31,,
CLM-001383,Exterior/Siding,14354.56,,
CLM-001383,Contents,32926.89,,
CLM-001384,Roof,10054.53,,
CLM-001385,Structural,19721.34,,
CLM-001386,Roof,42804.98,,
CLM-001386,Exterior/Siding,76338.79,,
CLM-001386,Structural,160468.73,,
CLM-001387,Structural,21436.88,,
CLM-001387,Exterior/Siding,27814.01,,
CLM-001387,Roof,68554.45,,
CLM-001388,Exterior/Siding,12331.09,,
CLM-001389,Exterior/Siding,100923.66,,
CLM-001390,Roof,19209.2,,
CLM-001391,Water Mitigation,15207.9,,
CLM-001392,Contents,31155.97,,
CLM-001392,Exterior/Siding,97044.74,,
CLM-001393,Roof,40806.39,,
CLM-001394,Contents,2591.32,,
CLM-001394,Roof,4089.33,,
CLM-001394,Structural,7086.25,,
CLM-001395,Contents,18264.09,,
CLM-001396,Water Mitigation,166664.24,,
CLM-001397,Contents,121261.31,,
CLM-001397,Water Mitigation,239284.32,,
CLM-001398,Contents,38720.41,,
CLM-001399,Water Mitigation,2389.96,,
CLM-001399,Structural,7550.77,,
CLM-001400,Contents,3193.52,,
CLM-001400,Structural,4773.53,,
CLM-001400,Water Mitigation,11260.89,,
CLM-001401,Exterior/Siding,24282.08,,
CLM-001402,Exterior/Siding,5102.57,,
CLM-001403,Water Mitigation,7331.77,,
CLM-001403,Structural,10417.74,,
CLM-001404,Contents,16551.72,17596.46,2026-07-31
CLM-001405,Structural,459583.74,,
CLM-001406,Contents,6131.33,,
CLM-001406,Water Mitigation,7110.59,,
CLM-001406,Exterior/Siding,11525.05,,
CLM-001407,Contents,16888.47,,
CLM-001407,Structural,27773.76,,
CLM-001408,Exterior/Siding,9651.18,,
CLM-001408,Structural,12362.12,,
CLM-001409,Roof,23293.59,,
CLM-001410,Water Mitigation,5008.17,,
CLM-001410,Contents,10180.14,,
CLM-001411,Water Mitigation,14102.05,,
CLM-001412,Exterior/Siding,9097.5,8306.07,2026-08-10
CLM-001412,Contents,16264.59,15515.03,2026-08-10
CLM-001412,Water Mitigation,25162.58,24064.0,2026-08-10
CLM-001413,Roof,80261.26,,
CLM-001413,Exterior/Siding,105981.83,,
CLM-001414,Contents,2808.46,,
CLM-001414,Water Mitigation,8419.01,,
CLM-001415,Exterior/Siding,73718.57,,
CLM-001415,Contents,129172.6,,
CLM-001416,Contents,45549.63,,
CLM-001417,Roof,29490.14,,
CLM-001417,Contents,44774.11,,
CLM-001418,Exterior/Siding,32171.84,,
CLM-001418,Structural,70164.01,,
CLM-001419,Contents,22435.6,,
CLM-001420,Roof,26056.26,,
CLM-001420,Structural,25815.37,,
CLM-001420,Water Mitigation,68072.06,,
CLM-001421,Water Mitigation,6582.24,,
CLM-001421,Structural,12197.11,,
CLM-001422,Contents,371448.31,,
CLM-001423,Water Mitigation,38122.76,,
CLM-001423,Structural,48494.7,,
CLM-001424,Exterior/Siding,38092.14,,
CLM-001425,Roof,28937.91,,
CLM-001426,Structural,11161.77,,
CLM-001426,Water Mitigation,23382.28,,
CLM-001427,Contents,2412.06,,
CLM-001427,Roof,2277.6,,
CLM-001427,Structural,7174.73,,
CLM-001428,Contents,9783.23,,
CLM-001429,Structural,93234.24,,
CLM-001429,Contents,301206.04,,
CLM-001430,Water Mitigation,12326.38,,
CLM-001430,Exterior/Siding,19267.13,,
CLM-001430,Contents,31298.02,,
CLM-001431,Roof,36429.92,,
CLM-001432,Water Mitigation,4788.33,,
CLM-001432,Exterior/Siding,7782.81,,
CLM-001432,Contents,11581.3,,
CLM-001433,Roof,126509.67,,
CLM-001434,Exterior/Siding,11392.85,,
CLM-001435,Roof,84700.4,,
CLM-001436,Contents,8579.34,,
CLM-001436,Water Mitigation,27040.43,,
CLM-001437,Exterior/Siding,5966.87,,
CLM-001437,Structural,20294.72,,
CLM-001438,Contents,21249.49,,
CLM-001438,Roof,66260.41,,
CLM-001439,Water Mitigation,4895.72,,
CLM-001439,Structural,8795.2,,
CLM-001440,Water Mitigation,16352.05,,
CLM-001441,Water Mitigation,174821.97,,
CLM-001441,Contents,267175.53,,
CLM-001441,Roof,543639.34,,
CLM-001442,Contents,77057.4,,
CLM-001443,Structural,18795.3,,
CLM-001443,Exterior/Siding,26034.2,,
CLM-001443,Water Mitigation,49795.49,,
CLM-001444,Contents,78646.59,76377.62,2026-08-12
CLM-001445,Contents,27728.35,,
CLM-001446,Water Mitigation,74892.56,,
CLM-001446,Contents,130213.83,,
CLM-001447,Water Mitigation,23903.36,,
CLM-001447,Roof,53531.61,,
CLM-001448,Water Mitigation,10549.92,,
CLM-001448,Roof,30007.53,,
CLM-001449,Contents,37689.95,,
CLM-001450,Exterior/Siding,42702.24,,
CLM-001451,Structural,3371.65,,
CLM-001451,Roof,7090.68,,
CLM-001452,Water Mitigation,24106.62,,
CLM-001452,Structural,39059.19,,
CLM-001453,Water Mitigation,21619.02,,
CLM-001453,Structural,42615.04,,
CLM-001454,Contents,75765.76,,
CLM-001454,Structural,170345.61,,
CLM-001455,Contents,4111.39,,
CLM-001455,Water Mitigation,9561.35,,
CLM-001456,Exterior/Siding,10620.61,,
CLM-001456,Structural,26966.49,,
CLM-001457,Roof,15823.45,,
CLM-001457,Structural,25728.94,,
CLM-001458,Exterior/Siding,143531.88,,
CLM-001458,Contents,175044.06,,
CLM-001458,Structural,323242.95,,
CLM-001459,Roof,25336.27,,
CLM-001460,Structural,18155.04,,
CLM-001460,Water Mitigation,36013.27,,
CLM-001461,Roof,9518.45,,
CLM-001462,Contents,51128.25,,
CLM-001463,Contents,132989.79,,
CLM-001464,Contents,67451.25,,
CLM-001465,Exterior/Siding,125618.86,,
CLM-001465,Roof,162637.5,,
CLM-001466,Exterior/Siding,30983.04,,
CLM-001466,Contents,53862.15,,
CLM-001467,Roof,40733.49,44784.93,2026-08-06
CLM-001467,Contents,79281.11,80049.52,2026-08-06
CLM-001468,Roof,11194.13,,
CLM-001468,Contents,13745.23,,
CLM-001468,Water Mitigation,27258.43,,
CLM-001469,Contents,9909.59,,
CLM-001469,Water Mitigation,14231.99,,
CLM-001470,Roof,9951.54,,
CLM-001470,Water Mitigation,16073.03,,
CLM-001471,Structural,5831.12,,
CLM-001471,Contents,9333.16,,
CLM-001471,Roof,16984.76,,
CLM-001472,Contents,7034.63,,
CLM-001473,Structural,14077.33,,
CLM-001473,Water Mitigation,27004.78,,
CLM-001473,Contents,43372.5,,
CLM-001474,Exterior/Siding,4018.48,,
CLM-001474,Roof,7073.87,,
CLM-001475,Structural,42117.19,,
CLM-001476,Exterior/Siding,135112.64,,
CLM-001477,Exterior/Siding,152736.52,,
CLM-001477,Roof,300628.6,,
CLM-001478,Water Mitigation,84323.72,,
CLM-001479,Structural,10873.97,,
CLM-001479,Contents,36830.15,,
CLM-001480,Structural,54442.51,,
CLM-001481,Contents,135619.41,,
CLM-001481,Roof,218495.13,,
CLM-001481,Water Mitigation,348974.17,,
CLM-001482,Roof,40350.34,,
CLM-001482,Contents,66342.36,,
CLM-001483,Exterior/Siding,4621.68,,
CLM-001483,Structural,7454.62,,
CLM-001483,Contents,11478.55,,
CLM-001484,Roof,22312.03,,
CLM-001485,Structural,118545.65,,
CLM-001485,Exterior/Siding,179254.17,,
CLM-001485,Water Mitigation,360896.15,,
CLM-001486,Exterior/Siding,2250.13,,
CLM-001487,Water Mitigation,196724.98,,
CLM-001487,Structural,354786.53,,
CLM-001488,Exterior/Siding,46087.3,,
CLM-001489,Roof,11135.79,,
CLM-001489,Contents,21222.81,,
CLM-001490,Water Mitigation,3198.1,,
CLM-001490,Exterior/Siding,5874.63,,
CLM-001491,Contents,25898.65,,
CLM-001492,Water Mitigation,4310.1,,
CLM-001493,Structural,68127.7,,
CLM-001494,Exterior/Siding,9234.08,,
CLM-001494,Roof,22164.82,,
CLM-001495,Structural,11995.78,,
CLM-001495,Contents,25043.65,,
CLM-001496,Roof,6436.27,,
CLM-001496,Exterior/Siding,11524.12,,
CLM-001497,Roof,31262.46,,
CLM-001498,Roof,153654.57,,
CLM-001499,Contents,7767.34,,
CLM-001499,Structural,9550.16,,
CLM-001499,Water Mitigation,20649.62,,
CLM-001500,Water Mitigation,63953.09,,
CLM-001501,Water Mitigation,15186.29,,
CLM-001501,Exterior/Siding,26745.79,,
CLM-001502,Water Mitigation,263956.08,,
CLM-001503,Water Mitigation,19503.07,,
CLM-001504,Contents,7838.04,,
CLM-001504,Structural,17986.53,,
CLM-001504,Water Mitigation,31880.69,,
CLM-001505,Roof,25856.46,29599.22,2026-08-06
CLM-001506,Water Mitigation,24090.7,,
CLM-001506,Roof,29148.8,,
CLM-001507,Contents,14364.22,,
CLM-001507,Roof,23522.96,,
CLM-001508,Contents,378878.3,,
CLM-001508,Exterior/Siding,722205.45,,
CLM-001509,Roof,29155.95,,
CLM-001509,Exterior/Siding,82096.14,,
CLM-001510,Roof,42460.48,,
CLM-001511,Structural,8712.22,,
CLM-001511,Roof,16253.61,,
CLM-001512,Roof,18206.79,,
CLM-001513,Exterior/Siding,194180.27,,
CLM-001514,Contents,67968.19,,
CLM-001515,Contents,16491.13,,
CLM-001515,Exterior/Siding,14038.66,,
CLM-001515,Water Mitigation,43252.82,,
CLM-001516,Roof,6937.03,,
CLM-001516,Structural,11059.38,,
CLM-001517,Water Mitigation,12013.44,,
CLM-001518,Structural,13421.17,11986.18,2026-08-07
CLM-001518,Contents,38132.23,36387.75,2026-08-07
CLM-001519,Structural,16422.51,,
CLM-001520,Water Mitigation,110309.6,,
CLM-001521,Roof,7692.09,,
CLM-001522,Structural,15174.99,,
CLM-001522,Contents,20936.63,,
CLM-001522,Roof,35375.34,,
CLM-001523,Contents,11102.54,,
CLM-001523,Exterior/Siding,19187.94,,
CLM-001524,Contents,25880.24,,
CLM-001525,Roof,39756.05,,
CLM-001526,Exterior/Siding,13065.26,,
CLM-001526,Roof,20676.62,,
CLM-001526,Contents,32044.13,,
CLM-001527,Structural,8428.12,,
CLM-001527,Exterior/Siding,11990.96,,
CLM-001527,Roof,31415.99,,
CLM-001528,Roof,22088.62,,
CLM-001528,Water Mitigation,55552.19,,
CLM-001529,Exterior/Siding,2705.48,,
CLM-001529,Roof,5273.74,,
CLM-001530,Roof,24948.75,,
CLM-001530,Water Mitigation,50702.94,,
CLM-001531,Roof,27633.66,,
CLM-001532,Contents,3690.15,,
CLM-001532,Water Mitigation,7624.46,,
CLM-001533,Water Mitigation,21227.68,,
CLM-001533,Exterior/Siding,43317.63,,
CLM-001534,Roof,13519.22,,
CLM-001535,Exterior/Siding,21498.33,,
CLM-001535,Roof,51719.89,,
CLM-001536,Roof,24343.74,,
CLM-001537,Roof,184143.67,,
CLM-001538,Contents,94749.29,,
CLM-001539,Water Mitigation,17294.06,,
CLM-001540,Contents,186181.34,,
CLM-001540,Roof,561083.03,,
CLM-001541,Water Mitigation,29533.04,,
CLM-001541,Exterior/Siding,33769.31,,
CLM-001542,Contents,359906.85,,
CLM-001542,Water Mitigation,956662.29,,
CLM-001543,Exterior/Siding,782.93,,
CLM-001543,Water Mitigation,2002.08,,
CLM-001544,Water Mitigation,18416.84,,
CLM-001545,Roof,128233.55,,
CLM-001545,Structural,313473.01,,
CLM-001546,Water Mitigation,844663.22,,
CLM-001547,Structural,12726.97,,
CLM-001547,Exterior/Siding,17363.84,,
CLM-001547,Contents,38962.18,,
CLM-001548,Roof,24198.57,,
CLM-001549,Roof,28950.52,,
CLM-001549,Water Mitigation,46009.94,,
CLM-001550,Contents,5789.37,,
CLM-001550,Roof,11554.43,,
CLM-001550,Exterior/Siding,13878.35,,
CLM-001551,Water Mitigation,38906.89,,
CLM-001551,Structural,84003.88,,
CLM-001552,Exterior/Siding,85930.63,,
CLM-001552,Structural,122770.15,,
CLM-001552,Roof,262424.99,,
CLM-001553,Roof,23409.37,,
CLM-001554,Roof,19260.1,,
CLM-001554,Exterior/Siding,55669.99,,
CLM-001555,Water Mitigation,58603.68,,
CLM-001556,Water Mitigation,7671.98,,
CLM-001556,Structural,9886.84,,
CLM-001556,Exterior/Siding,21409.4,,
CLM-001557,Exterior/Siding,51876.5,,
CLM-001558,Water Mitigation,17325.31,,
CLM-001559,Contents,2956.52,,
CLM-001559,Roof,5033.14,,
CLM-001560,Contents,4877.09,,
CLM-001560,Water Mitigation,7281.5,,
CLM-001561,Contents,185552.48,,
CLM-001561,Structural,394602.15,,
CLM-001562,Contents,12563.55,,
CLM-001562,Roof,23510.18,,
CLM-001562,Water Mitigation,45076.97,,
CLM-001563,Structural,42491.14,,
CLM-001564,Contents,32463.42,,
CLM-001564,Structural,59457.81,,
CLM-001565,Water Mitigation,5207.07,,
CLM-001565,Exterior/Siding,12265.64,,
CLM-001565,Structural,16325.57,,
CLM-001566,Contents,49554.21,,
CLM-001567,Roof,12140.85,,
CLM-001567,Exterior/Siding,31477.17,,
CLM-001568,Exterior/Siding,3004.27,,
CLM-001569,Structural,5478.49,,
CLM-001570,Structural,7237.67,,
CLM-001571,Exterior/Siding,8070.86,,
CLM-001571,Contents,12433.0,,
CLM-001571,Roof,23503.49,,
CLM-001572,Water Mitigation,22311.21,,
CLM-001573,Structural,4423.22,,
CLM-001573,Exterior/Siding,6278.42,,
CLM-001573,Contents,13064.37,,
CLM-001574,Exterior/Siding,12123.22,,
CLM-001574,Structural,21670.96,,
CLM-001575,Exterior/Siding,12524.2,,
CLM-001576,Contents,20156.38,,
CLM-001576,Exterior/Siding,27567.32,,
CLM-001576,Roof,52152.0,,
CLM-001577,Structural,61403.22,,
CLM-001578,Water Mitigation,32984.2,,
CLM-001579,Exterior/Siding,50036.01,,
CLM-001580,Exterior/Siding,20652.16,21544.3,2026-08-10
CLM-001581,Structural,3418.29,,
CLM-001581,Roof,7611.81,,
CLM-001581,Exterior/Siding,10182.21,,
CLM-001582,Structural,218710.47,,
CLM-001583,Contents,34163.33,,
CLM-001584,Structural,8803.66,,
CLM-001584,Exterior/Siding,15957.44,,
CLM-001585,Roof,8322.04,,
CLM-001586,Exterior/Siding,19211.39,,
CLM-001586,Structural,36439.54,,
CLM-001587,Contents,18274.38,,
CLM-001588,Structural,13496.81,,
CLM-001588,Exterior/Siding,23801.43,,
CLM-001589,Structural,40330.77,,
CLM-001589,Contents,62540.56,,
CLM-001590,Structural,144917.06,,
CLM-001591,Roof,37171.62,,
CLM-001591,Structural,72871.04,,
CLM-001592,Contents,22635.64,,
CLM-001592,Roof,36455.56,,
CLM-001592,Water Mitigation,77115.23,,
CLM-001593,Roof,27065.69,,
CLM-001594,Structural,14638.13,,
CLM-001594,Contents,26470.89,,
CLM-001595,Contents,15427.49,,
CLM-001596,Exterior/Siding,7212.66,,
CLM-001596,Structural,10164.52,,
CLM-001596,Roof,23574.94,,
CLM-001597,Water Mitigation,2797.45,,
CLM-001597,Contents,4280.58,,
CLM-001597,Exterior/Siding,7771.79,,
CLM-001598,Structural,18118.25,,
CLM-001598,Roof,46828.37,,
CLM-001599,Water Mitigation,4590.96,,
CLM-001599,Contents,9841.01,,
CLM-001600,Contents,8303.9,,
CLM-001600,Exterior/Siding,15206.11,,
CLM-001601,Structural,7113.61,,
CLM-001601,Contents,10579.7,,
CLM-001601,Roof,19632.22,,
CLM-001602,Exterior/Siding,28831.63,,
CLM-001603,Contents,14329.11,,
CLM-001604,Contents,23608.99,,
CLM-001605,Structural,37778.0,,
CLM-001605,Contents,96152.56,,
CLM-001606,Roof,52127.86,,
CLM-001607,Roof,14101.78,,
CLM-001607,Water Mitigation,29898.6,,
CLM-001608,Roof,8611.16,,
CLM-001609,Contents,3710.93,,
CLM-001609,Exterior/Siding,6584.33,,
CLM-001610,Water Mitigation,121390.86,,
CLM-001610,Contents,275510.49,,
CLM-001611,Structural,42008.5,,
CLM-001612,Water Mitigation,12083.27,,
CLM-001612,Structural,22307.27,,
CLM-001613,Structural,49706.56,,
CLM-001614,Structural,33767.45,,
CLM-001614,Roof,92003.56,,
CLM-001615,Structural,96710.71,,
CLM-001616,Exterior/Siding,49579.89,,
CLM-001617,Roof,110429.98,,
CLM-001618,Structural,29854.49,,
CLM-001618,Exterior/Siding,48287.96,,
CLM-001618,Water Mitigation,89343.9,,
CLM-001619,Contents,14156.65,,
CLM-001620,Structural,13717.84,,
CLM-001621,Exterior/Siding,11207.86,,
CLM-001621,Water Mitigation,25109.37,,
CLM-001622,Roof,92037.6,,
CLM-001623,Exterior/Siding,1672.87,,
CLM-001623,Structural,2762.55,,
CLM-001623,Water Mitigation,6358.77,,
CLM-001624,Exterior/Siding,13746.71,,
CLM-001625,Water Mitigation,11481.18,,
CLM-001625,Contents,19292.42,,
CLM-001626,Water Mitigation,81821.11,73402.37,2026-07-22
CLM-001627,Exterior/Siding,85161.89,,
CLM-001628,Structural,21338.62,,
CLM-001629,Structural,35499.08,31428.59,2026-08-04
CLM-001630,Structural,26281.07,,
CLM-001631,Roof,88128.25,,
CLM-001632,Contents,56451.78,,
CLM-001632,Structural,63574.31,,
CLM-001632,Roof,147832.49,,
CLM-001633,Exterior/Siding,32828.46,,
CLM-001634,Roof,42271.69,,
CLM-001635,Structural,26717.35,,
CLM-001636,Exterior/Siding,10351.33,,
CLM-001637,Water Mitigation,113839.49,,
CLM-001638,Structural,2465.31,,
